Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","1966","1966","tonnes","5373","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","1967","1967","tonnes","5132","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","1968","1968","tonnes","4595","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","1969","1969","tonnes","4800","X","International reliable sources"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","1970","1970","tonnes","1275","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","1971","1971","tonnes","2785","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","1972","1972","tonnes","1500","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","1973","1973","tonnes","1680","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","1974","1974","tonnes","6200","X","International reliable sources"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","1975","1975","tonnes","4300","X","International reliable sources"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","1976","1976","tonnes","7000","X","International reliable sources"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","1977","1977","tonnes","974","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","1978","1978","tonnes","6309","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","1979","1979","tonnes","6700","X","International reliable sources"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","1980","1980","tonnes","6800","X","International reliable sources"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","1981","1981","tonnes","5414","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","1982","1982","tonnes","900","X","International reliable sources"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","1983","1983","tonnes","5600","X","International reliable sources"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","1984","1984","tonnes","8800","X","International reliable sources"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","1985","1985","tonnes","3100","X","International reliable sources"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","1986","1986","tonnes","4900","X","International reliable sources"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","1987","1987","tonnes","3000","X","International reliable sources"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","1988","1988","tonnes","8300","X","International reliable sources"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","1989","1989","tonnes","7820","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","1990","1990","tonnes","9500","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","1991","1991","tonnes","2990","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","1992","1992","tonnes","7000","X","International reliable sources"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","1993","1993","tonnes","10800","X","International reliable sources"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","1994","1994","tonnes","2900","X","International reliable sources"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","1995","1995","tonnes","200","X","International reliable sources"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","1996","1996","tonnes","3500","X","International reliable sources"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","1997","1997","tonnes","4600","X","International reliable sources"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","1998","1998","tonnes","3900","X","International reliable sources"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","1999","1999","tonnes","9900","X","International reliable sources"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","2000","2000","tonnes","8100","X","International reliable sources"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","2001","2001","tonnes","7400","X","International reliable sources"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","2002","2002","tonnes","23716.02","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","2003","2003","tonnes","16185.11","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","2004","2004","tonnes","29957.43","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","2005","2005","tonnes","11072.85","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","2006","2006","tonnes","14069.17","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","2007","2007","tonnes","14902.95","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","2008","2008","tonnes","12605.13","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","2009","2009","tonnes","26295.61","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","2010","2010","tonnes","33252.01","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","2011","2011","tonnes","7741.03","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","2012","2012","tonnes","33783.71","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","2013","2013","tonnes","31949.05","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","2014","2014","tonnes","37096.15","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","2015","2015","tonnes","26046.75","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","2016","2016","tonnes","34711.52","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","2017","2017","tonnes","42351.73","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","195","Senegal","5610","Import Quantity","3102","Nutrient nitrogen N (total)","2018","2018","tonnes","28524.66","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","1968","1968","tonnes","500","X","International reliable sources"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","1969","1969","tonnes","1750","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","1970","1970","tonnes","1740","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","1971","1971","tonnes","3300","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","1972","1972","tonnes","5048","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","1973","1973","tonnes","3596","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","1974","1974","tonnes","2200","X","International reliable sources"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","1975","1975","tonnes","3000","X","International reliable sources"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","1976","1976","tonnes","2700","X","International reliable sources"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","1977","1977","tonnes","2120","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","1978","1978","tonnes","4174","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","1979","1979","tonnes","3700","X","International reliable sources"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","1980","1980","tonnes","6167","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","1981","1981","tonnes","4292","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","1982","1982","tonnes","400","X","International reliable sources"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","1983","1983","tonnes","2500","X","International reliable sources"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","1984","1984","tonnes","4000","X","International reliable sources"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","1985","1985","tonnes","8300","X","International reliable sources"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","1986","1986","tonnes","10100","X","International reliable sources"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","1987","1987","tonnes","12000","X","International reliable sources"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","1988","1988","tonnes","9200","X","International reliable sources"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","1989","1989","tonnes","11720","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","1990","1990","tonnes","18350","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","1991","1991","tonnes","15448","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","1992","1992","tonnes","22400","X","International reliable sources"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","1993","1993","tonnes","23000","X","International reliable sources"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","1994","1994","tonnes","14900","X","International reliable sources"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","1995","1995","tonnes","16400","X","International reliable sources"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","1996","1996","tonnes","20300","X","International reliable sources"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","1997","1997","tonnes","27000","X","International reliable sources"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","1998","1998","tonnes","32100","X","International reliable sources"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","1999","1999","tonnes","20000","X","International reliable sources"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","2000","2000","tonnes","10600","X","International reliable sources"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","2001","2001","tonnes","18100","X","International reliable sources"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","2002","2002","tonnes","33218.86","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","2003","2003","tonnes","34102.97","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","2004","2004","tonnes","41900.52","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","2005","2005","tonnes","18788.92","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","2006","2006","tonnes","6799.33","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","2007","2007","tonnes","14192.7","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","2008","2008","tonnes","21252.18","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","2009","2009","tonnes","12257.57","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","2010","2010","tonnes","8002.94","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","2011","2011","tonnes","6323.47","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","2012","2012","tonnes","5459.79","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","2013","2013","tonnes","5429.1","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","2014","2014","tonnes","14764.57","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","2015","2015","tonnes","4950.8","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","2016","2016","tonnes","6247.11","Fk","Calculated data on the basis of official figures"
"RFN","Fertilizers by Nutrient","195","Senegal","5910","Export Quantity","3102","Nutrient nitrogen N (total)","2017","2017","tonnes","13279.41","Fk","Calculated data on the basis of official figures"
