Domain Code,Domain,Recipient Country Code,Recipient Country,Donor Country Code,Donor Country,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11733","Dried Fruits Total","2005","2005","tonnes","100","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11853","Edible Fat Total","1988","1988","tonnes","60","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11853","Edible Fat Total","1989","1989","tonnes","30","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11853","Edible Fat Total","1991","1991","tonnes","30","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11853","Edible Fat Total","2007","2007","tonnes","120","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11839","Fish & Products","1988","1988","tonnes","606","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11839","Fish & Products","1989","1989","tonnes","191","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11839","Fish & Products","1990","1990","tonnes","1009","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11839","Fish & Products","1991","1991","tonnes","1","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11839","Fish & Products","1992","1992","tonnes","1084","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11839","Fish & Products","1993","1993","tonnes","507","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11839","Fish & Products","1994","1994","tonnes","383","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11839","Fish & Products","1995","1995","tonnes","120","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11839","Fish & Products","1996","1996","tonnes","278","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11839","Fish & Products","1997","1997","tonnes","211","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11839","Fish & Products","1998","1998","tonnes","268","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11839","Fish & Products","1999","1999","tonnes","168","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11839","Fish & Products","2000","2000","tonnes","91","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11839","Fish & Products","2012","2012","tonnes","150","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11839","Fish & Products","2013","2013","tonnes","337","X","International reliable sources","Provisional data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11765","Meat & Products","1988","1988","tonnes","860","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11765","Meat & Products","1989","1989","tonnes","1080","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11765","Meat & Products","1990","1990","tonnes","160","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11765","Meat & Products","1991","1991","tonnes","174","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11765","Meat & Products","1992","1992","tonnes","282","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11765","Meat & Products","1993","1993","tonnes","353","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11765","Meat & Products","1994","1994","tonnes","114","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11765","Meat & Products","1995","1995","tonnes","180","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11765","Meat & Products","1996","1996","tonnes","36","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11765","Meat & Products","1997","1997","tonnes","126","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11765","Meat & Products","1998","1998","tonnes","5500","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11765","Meat & Products","1999","1999","tonnes","90","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11765","Meat & Products","2000","2000","tonnes","5608","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11765","Meat & Products","2001","2001","tonnes","125","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11934","Milk,Total","1988","1988","tonnes","1626","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11934","Milk,Total","1989","1989","tonnes","530","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11934","Milk,Total","1990","1990","tonnes","516","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11934","Milk,Total","1991","1991","tonnes","1068","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11934","Milk,Total","1992","1992","tonnes","910","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11934","Milk,Total","1993","1993","tonnes","687","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11934","Milk,Total","1994","1994","tonnes","252","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11934","Milk,Total","1996","1996","tonnes","90","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11934","Milk,Total","1997","1997","tonnes","33","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11934","Milk,Total","1998","1998","tonnes","422","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11934","Milk,Total","2000","2000","tonnes","93","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11934","Milk,Total","2001","2001","tonnes","63","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11934","Milk,Total","2003","2003","tonnes","40","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11934","Milk,Total","2005","2005","tonnes","40","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11934","Milk,Total","2009","2009","tonnes","19","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11934","Milk,Total","2010","2010","tonnes","8","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11934","Milk,Total","2011","2011","tonnes","15","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11934","Milk,Total","2012","2012","tonnes","8","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12062","Non-Cereals","1988","1988","tonnes","4976","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12062","Non-Cereals","1989","1989","tonnes","2558","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12062","Non-Cereals","1990","1990","tonnes","3498","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12062","Non-Cereals","1991","1991","tonnes","2591","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12062","Non-Cereals","1992","1992","tonnes","4121","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12062","Non-Cereals","1993","1993","tonnes","3334","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12062","Non-Cereals","1994","1994","tonnes","1316","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12062","Non-Cereals","1995","1995","tonnes","2008","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12062","Non-Cereals","1996","1996","tonnes","887","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12062","Non-Cereals","1997","1997","tonnes","719","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12062","Non-Cereals","1998","1998","tonnes","6523","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12062","Non-Cereals","1999","1999","tonnes","3287","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12062","Non-Cereals","2000","2000","tonnes","11395","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12062","Non-Cereals","2001","2001","tonnes","450","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12062","Non-Cereals","2002","2002","tonnes","2137","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12062","Non-Cereals","2003","2003","tonnes","3945","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12062","Non-Cereals","2004","2004","tonnes","3095","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12062","Non-Cereals","2005","2005","tonnes","4032","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12062","Non-Cereals","2006","2006","tonnes","4614","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12062","Non-Cereals","2007","2007","tonnes","6781","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12062","Non-Cereals","2008","2008","tonnes","5145","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12062","Non-Cereals","2009","2009","tonnes","7265","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12062","Non-Cereals","2010","2010","tonnes","19213","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12062","Non-Cereals","2011","2011","tonnes","7592","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12062","Non-Cereals","2012","2012","tonnes","5186","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12062","Non-Cereals","2013","2013","tonnes","11671","X","International reliable sources","Provisional data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12062","Non-Cereals","2014","2014","tonnes","9654","X","International reliable sources","Provisional data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","12062","Non-Cereals","2015","2015","tonnes","10136","X","International reliable sources","Provisional data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11815","Other Dairy Products","1990","1990","tonnes","32","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11815","Other Dairy Products","1991","1991","tonnes","22","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11815","Other Dairy Products","1992","1992","tonnes","22","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11815","Other Dairy Products","1993","1993","tonnes","24","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11815","Other Dairy Products","1995","1995","tonnes","52","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11815","Other Dairy Products","1999","1999","tonnes","36","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11815","Other Dairy Products","2000","2000","tonnes","2","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11815","Other Dairy Products","2004","2004","tonnes","21","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11704","Other Non-Cereals","1988","1988","tonnes","50","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11704","Other Non-Cereals","1989","1989","tonnes","239","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11704","Other Non-Cereals","1990","1990","tonnes","235","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11704","Other Non-Cereals","1993","1993","tonnes","17","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11704","Other Non-Cereals","1996","1996","tonnes","10","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11704","Other Non-Cereals","2006","2006","tonnes","225","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11704","Other Non-Cereals","2007","2007","tonnes","140","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11704","Other Non-Cereals","2009","2009","tonnes","120","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11704","Other Non-Cereals","2012","2012","tonnes","1284","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11704","Other Non-Cereals","2013","2013","tonnes","332","X","International reliable sources","Provisional data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11704","Other Non-Cereals","2014","2014","tonnes","47","X","International reliable sources","Provisional data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11704","Other Non-Cereals","2015","2015","tonnes","117","X","International reliable sources","Provisional data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11726","Pulses,Total","1991","1991","tonnes","420","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11726","Pulses,Total","1992","1992","tonnes","328","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11726","Pulses,Total","1993","1993","tonnes","924","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11726","Pulses,Total","1994","1994","tonnes","36","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11726","Pulses,Total","1995","1995","tonnes","1077","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11726","Pulses,Total","1999","1999","tonnes","1846","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11726","Pulses,Total","2000","2000","tonnes","621","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11726","Pulses,Total","2001","2001","tonnes","199","X","International reliable sources","Data provided by WFP"
"FA","Food Aid Shipments (WFP)","195","Senegal","500","Total Donors","11726","Pulses,Total","2002","2002","tonnes","1044","X","International reliable sources","Data provided by WFP"
